element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
He,1,"=""""","=""""","=""1292.789294""","=""0.000007""","=""""","=""1.423e+00""",AA,"=""[186209.3623329]""","=""[193942.45968763]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5p""","=""1P*""","=""1""",E2,"=""T7378""","=""""",
He,1,"=""1296.845""","=""""","=""1296.843019""","=""0.000007""","=""10""","=""3.3615e+06""",AAA,"=""[186209.3623329]""","=""[193918.28729754]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5d""","=""1D""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""""","=""""","=""1297.034484""","=""0.000007""","=""""","=""3.303e+02""",AA,"=""[186209.3623329]""","=""[193917.14932512]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""1298.489""","=""""","=""1298.485355""","=""0.000007""","=""2*""","=""2.7294e+05""",AAA,"=""[186101.59029341]""","=""[193800.7649571]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""0""",,"=""T8636c73""","=""L885""",
He,1,"=""1298.489""","=""""","=""1298.487252""","=""0.000007""","=""2*""","=""2.0466e+05""",AAA,"=""[186101.54609533]""","=""[193800.7095104]""","=""1s.3d""","=""3D""","=""2""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""L885""",
He,1,"=""1298.489""","=""""","=""1298.487591""","=""0.000007""","=""2*""","=""2.2927e+05""",AAA,"=""[186101.54358476]""","=""[193800.7049900]""","=""1s.3d""","=""3D""","=""3""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""1298.489""","=""""","=""1298.488015""","=""0.000007""","=""2*""","=""4.0931e+04""",AAA,"=""[186101.54609533]""","=""[193800.7049900]""","=""1s.3d""","=""3D""","=""2""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""1298.489""","=""""","=""1298.494706""","=""0.000007""","=""2*""","=""6.8235e+04""",AAA,"=""[186101.59029341]""","=""[193800.7095104]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""1""",,"=""T8636c73""","=""L885""",
He,1,"=""1298.489""","=""""","=""1298.495469""","=""0.000007""","=""2*""","=""2.7294e+03""",AAA,"=""[186101.59029341]""","=""[193800.7049900]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""""","=""""","=""1322.644154""","=""0.000007""","=""""","=""7.4166e-01""",AAA,"=""[186104.96409510]""","=""[193663.509489]""","=""1s.3d""","=""1D""","=""2""","=""1s.5s""","=""1S""","=""0""",E2,"=""T7378""","=""""",
He,1,"=""""","=""""","=""1341.168334""","=""0.000007""","=""""","=""2.0572e+06""",AAA,"=""[186209.3623329]""","=""[193663.509489]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""1404.90""","=""0.23""","=""""","=""3.991e+06""",AA,"=""[1121199.30]""","=""[1128315.30]""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""1404.90""","=""0.23""","=""""","=""3.991e+06""",AA,"=""[1121199.30]""","=""[1128315.30]""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Be,3,"=""""","=""""","=""1404.90""","=""0.23""","=""""","=""3.991e+06""",AA,"=""[1121199.30]""","=""[1128315.30]""","=""1s.3s""","=""3S""","=""1""","=""1s.3p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1448.831720""","=""0.000009""","=""""","=""3.4680e+04""",AAA,"=""[190298.110654]""","=""[197198.33737542]""","=""1s.4s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1448.833129""","=""0.000009""","=""""","=""3.4680e+04""",AAA,"=""[190298.110654]""","=""[197198.33066214]""","=""1s.4s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1448.833244""","=""0.000009""","=""""","=""3.4680e+04""",AAA,"=""[190298.110654]""","=""[197198.33011596]""","=""1s.4s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1506.241412""","=""0.000009""","=""""","=""4.6126e+04""",AAA,"=""[190298.110654]""","=""[196935.33880189]""","=""1s.4s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1506.243509""","=""0.000009""","=""""","=""4.6126e+04""",AAA,"=""[190298.110654]""","=""[196935.32956383]""","=""1s.4s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1506.243679""","=""0.000009""","=""""","=""4.6126e+04""",AAA,"=""[190298.110654]""","=""[196935.32881198]""","=""1s.4s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""1508.364""","=""""","=""1508.365271""","=""0.000010""","=""12""","=""1.4057e+06""",AAA,"=""[184864.826715]""","=""[191492.7093035]""","=""1s.3s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",,"=""T8636c73""","=""L885""",
He,1,"=""""","=""""","=""1518.966190""","=""0.000010""","=""""","=""5.6132e+00""",AAA,"=""[184864.826715]""","=""[191446.45313936]""","=""1s.3s""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",E2,"=""T7378""","=""""",
H,1,"=""""","=""""","=""1519.1861""","=""0.0009""","=""""","=""1.1784e+03""",AAA,"=""102823.904""","=""[109404.5776]""","=""4""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""""",
H,1,"=""""","=""""","=""1526.0555""","=""0.0009""","=""""","=""1.5289e+03""",AAA,"=""102823.904""","=""[109374.9555]""","=""4""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
H,1,"=""""","=""""","=""1534.1807""","=""0.0009""","=""""","=""2.0128e+03""",AAA,"=""102823.904""","=""[109340.2604]""","=""4""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
Li,2,"=""""","=""""","=""1542.99""","=""0.03""","=""""","=""1.9530e+06""",AAA,"=""[591183.39]""","=""[597662.53]""","=""1s.5s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1543.15""","=""0.03""","=""""","=""1.9530e+06""",AAA,"=""[591183.39]""","=""[597661.86]""","=""1s.5s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1543.24""","=""0.03""","=""""","=""1.9530e+06""",AAA,"=""[591183.39]""","=""[597661.48]""","=""1s.5s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
H,1,"=""""","=""""","=""1543.8938""","=""0.0010""","=""""","=""2.6935e+03""",AAA,"=""102823.904""","=""[109299.2642]""","=""4""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
H,1,"=""1555.621""","=""0.006""","=""1555.6466""","=""0.0015""","=""800""","=""3.6714e+03""",AAA,"=""102823.904""","=""[109250.3433]""","=""4""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""L7421c31""",
H,1,"=""""","=""""","=""1570.0679""","=""0.0015""","=""(800)""","=""5.1106e+03""",AAA,"=""102823.904""","=""[109191.3154]""","=""4""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""""",
H,1,"=""""","=""""","=""1588.0559""","=""0.0013""","=""(1000)""","=""7.2879e+03""",AAA,"=""102823.904""","=""[109119.1917]""","=""4""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""""",
He,1,"=""""","=""""","=""1592.971084""","=""0.000009""","=""""","=""5.7048e+04""",AAA,"=""[190940.223749]""","=""[197216.086955998]""","=""1s.4s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1594.813538""","=""0.000010""","=""""","=""6.2580e+04""",AAA,"=""[190298.110654]""","=""[196566.7234987]""","=""1s.4s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1594.816899""","=""0.000010""","=""""","=""6.2580e+04""",AAA,"=""[190298.110654]""","=""[196566.7102909]""","=""1s.4s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1594.817172""","=""0.000010""","=""""","=""6.2580e+04""",AAA,"=""[190298.110654]""","=""[196566.7092158]""","=""1s.4s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
H,1,"=""""","=""""","=""1610.9330""","=""0.0013""","=""(1200)""","=""1.0689e+04""",AAA,"=""102823.904""","=""[109029.7913]""","=""4""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""""",
H,1,"=""1640.688""","=""0.013""","=""1640.7210""","=""0.0016""","=""1400""","=""1.6205e+04""",AAA,"=""102823.904""","=""108917.1209""","=""4""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""L7421c31""",
He,1,"=""""","=""""","=""1660.823126""","=""0.000010""","=""""","=""7.6907e+04""",AAA,"=""[190940.223749]""","=""[196959.69020989]""","=""1s.4s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1667.382539""","=""0.000009""","=""""","=""4.9936e+03""",AAA,"=""[191217.0383609]""","=""[197212.824517451]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1667.382867""","=""0.000009""","=""""","=""4.4939e+04""",AAA,"=""[191217.0383609]""","=""[197212.823339109]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1667.382890""","=""0.000009""","=""""","=""1.7977e+05""",AAA,"=""[191217.0383609]""","=""[197212.823255258]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1667.385041""","=""0.000009""","=""""","=""7.4904e+04""",AAA,"=""[191217.0473571]""","=""[197212.824517451]""","=""1s.4p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1667.385369""","=""0.000009""","=""""","=""1.3482e+05""",AAA,"=""[191217.0473571]""","=""[197212.823339109]""","=""1s.4p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1667.415723""","=""0.000009""","=""""","=""9.9872e+04""",AAA,"=""[191217.1576834]""","=""[197212.824517451]""","=""1s.4p""","=""3P*""","=""0""","=""1s.10d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
H,1,"=""1680.651""","=""0.003""","=""1680.6538""","=""0.0017""","=""1600""","=""2.5565e+04""",AAA,"=""102823.904""","=""108772.3445""","=""4""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""L7421""",
He,1,"=""""","=""""","=""1686.394229""","=""0.000009""","=""""","=""9.3727e+04""",AAA,"=""[191217.0383609]""","=""[197145.2306518]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1686.396789""","=""0.000009""","=""""","=""5.6236e+04""",AAA,"=""[191217.0473571]""","=""[197145.2306518]""","=""1s.4p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1686.428174""","=""0.000009""","=""""","=""1.8745e+04""",AAA,"=""[191217.1576834]""","=""[197145.2306518]""","=""1s.4p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1696.47""","=""0.06""","=""""","=""8.4423e+00""",AAA,"=""[591988.68]""","=""[597881.65]""","=""1s.5s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",E2,"=""T7378""","=""""",
He,1,"=""""","=""""","=""1699.668452""","=""0.000009""","=""""","=""2.148e+02""",AA,"=""[185564.55932651]""","=""[191446.45313936]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1699.674806""","=""0.000009""","=""""","=""6.038e+02""",AA,"=""[185564.5813147]""","=""[191446.45313936]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""1700.247""","=""""","=""1700.233596""","=""0.000009""","=""200*""","=""1.8358e+05""",AAA,"=""[185564.55932651]""","=""[191444.49804915]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",,"=""T8636c73""","=""L885""",
He,1,"=""1700.247""","=""""","=""1700.238951""","=""0.000009""","=""200*""","=""1.6520e+06""",AAA,"=""[185564.55932651]""","=""[191444.47952984]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""1700.247""","=""""","=""1700.239298""","=""0.000009""","=""200*""","=""6.6090e+06""",AAA,"=""[185564.55932651]""","=""[191444.47832914]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",,"=""T8636c73""","=""L885""",
He,1,"=""1700.247""","=""""","=""1700.239954""","=""0.000009""","=""200*""","=""2.7538e+06""",AAA,"=""[185564.5813147]""","=""[191444.49804915]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",,"=""T8636c73""","=""L885""",
He,1,"=""1700.247""","=""""","=""1700.245309""","=""0.000009""","=""200*""","=""4.9562e+06""",AAA,"=""[185564.5813147]""","=""[191444.47952984]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,"=""T8636c73""","=""L885""",
He,1,"=""""","=""""","=""1700.318231""","=""0.000009""","=""""","=""3.6717e+06""",AAA,"=""[185564.8520073]""","=""[191444.49804915]""","=""1s.3p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1680.9""","=""1.4""","=""""","=""2.4268e+06""",AAA,"=""[591988.68]""","=""[597936.4]""","=""1s.5s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.739005""","=""0.000009""","=""""","=""1.4055e+04""",AAA,"=""[191446.45313936]""","=""[197216.086955998]""","=""1s.4d""","=""1D""","=""2""","=""1s.10p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.967581""","=""0.000009""","=""""","=""5.427e+03""",AA,"=""[191444.47832914]""","=""[197213.351136821]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.967852""","=""0.000009""","=""""","=""9.8084e+02""",AAA,"=""[191444.47832914]""","=""[197213.350237182]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.967942""","=""0.000009""","=""""","=""4.147e+04""",AA,"=""[191444.47952984]""","=""[197213.351136821]""","=""1s.4d""","=""3D""","=""2""","=""1s.10f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.968017""","=""0.000009""","=""""","=""2.2069e+05""",AAA,"=""[191444.47832914]""","=""[197213.349686315]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.968106""","=""0.000009""","=""""","=""1.9094e+04""",AAA,"=""[191444.47832914]""","=""[197213.349392262]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.968212""","=""0.000009""","=""""","=""3.4325e+04""",AAA,"=""[191444.47952984]""","=""[197213.350237182]""","=""1s.4d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.968466""","=""0.000009""","=""""","=""1.5470e+05""",AAA,"=""[191444.47952984]""","=""[197213.349392262]""","=""1s.4d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1732.973776""","=""0.000009""","=""""","=""1.8538e+05""",AAA,"=""[191444.49804915]""","=""[197213.350237182]""","=""1s.4d""","=""3D""","=""1""","=""1s.10f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1733.561018""","=""0.000009""","=""""","=""1.7347e+05""",AAA,"=""[191446.45313936]""","=""[197213.351136821]""","=""1s.4d""","=""1D""","=""2""","=""1s.10f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1733.561542""","=""0.000009""","=""""","=""4.680e+04""",AA,"=""[191446.45313936]""","=""[197213.349392262]""","=""1s.4d""","=""1D""","=""2""","=""1s.10f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.171027""","=""0.000009""","=""""","=""1.508e+03""",AA,"=""[191451.871342758]""","=""[197213.418427564]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.171091""","=""0.000009""","=""""","=""7.9008e+03""",AAA,"=""[191451.871342758]""","=""[197213.418214592]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.171290""","=""0.000009""","=""""","=""1.4717e+05""",AAA,"=""[191451.871342758]""","=""[197213.417554469]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.173177""","=""0.000009""","=""""","=""4.642e+03""",AA,"=""[191451.878482501]""","=""[197213.418427564]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.173241""","=""0.000009""","=""""","=""1.9748e+02""",AAA,"=""[191451.878482501]""","=""[197213.418214592]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.173336""","=""0.000009""","=""""","=""1.5482e+05""",AAA,"=""[191451.878482501]""","=""[197213.417899815]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""5""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.173440""","=""0.000009""","=""""","=""5.0342e+03""",AAA,"=""[191451.878482501]""","=""[197213.417554469]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.175837""","=""0.000009""","=""""","=""1.4218e+05""",AAA,"=""[191451.887100873]""","=""[197213.418214592]""","=""1s.4f""","=""3F*""","=""2""","=""1s.10g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.178108""","=""0.000009""","=""""","=""1.4867e+05""",AAA,"=""[191451.894854811]""","=""[197213.418427564]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10g""","=""1G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.178172""","=""0.000009""","=""""","=""4.540e+03""",AA,"=""[191451.894854811]""","=""[197213.418214592]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10g""","=""3G""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.178371""","=""0.000009""","=""""","=""2.619e+03""",AA,"=""[191451.894854811]""","=""[197213.417554469]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10g""","=""3G""","=""4""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.300990""","=""0.000009""","=""""","=""1.098e+03""",AA,"=""[191451.871342758]""","=""[197212.986924548]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.308072""","=""0.000009""","=""""","=""1.9786e+03""",AAA,"=""[191451.894854811]""","=""[197212.986924548]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.350265""","=""0.000009""","=""""","=""1.7780e+03""",AAA,"=""[191451.871342758]""","=""[197212.823339109]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.350290""","=""0.000009""","=""""","=""1.5656e+02""",AAA,"=""[191451.871342758]""","=""[197212.823255258]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.352441""","=""0.000009""","=""""","=""2.8526e+03""",AAA,"=""[191451.878482501]""","=""[197212.823255258]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.354656""","=""0.000009""","=""""","=""3.1062e+03""",AAA,"=""[191451.887100873]""","=""[197212.824517451]""","=""1s.4f""","=""3F*""","=""2""","=""1s.10d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.355011""","=""0.000009""","=""""","=""3.4510e+02""",AAA,"=""[191451.887100873]""","=""[197212.823339109]""","=""1s.4f""","=""3F*""","=""2""","=""1s.10d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.357347""","=""0.000009""","=""""","=""9.830e+02""",AA,"=""[191451.894854811]""","=""[197212.823339109]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1735.357372""","=""0.000009""","=""""","=""8.997e+01""",AA,"=""[191451.894854811]""","=""[197212.823255258]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
H,1,"=""1736.2143""","=""0.0021""","=""1736.2127""","=""0.0018""","=""3100""","=""4.2347e+04""",AAA,"=""102823.904""","=""108581.9945""","=""4""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""L7421""",
He,1,"=""""","=""""","=""1737.491676""","=""0.000009""","=""""","=""2.2968e+04""",AAA,"=""[191444.47832914]""","=""[197198.33011596]""","=""1s.4d""","=""3D""","=""3""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1737.491874""","=""0.000009""","=""""","=""2.0504e+04""",AAA,"=""[191444.47952984]""","=""[197198.33066214]""","=""1s.4d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1737.492038""","=""0.000009""","=""""","=""4.1008e+03""",AAA,"=""[191444.47952984]""","=""[197198.33011596]""","=""1s.4d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1737.495439""","=""0.000009""","=""""","=""2.7342e+04""",AAA,"=""[191444.49804915]""","=""[197198.33737542]""","=""1s.4d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1737.497466""","=""0.000009""","=""""","=""6.8356e+03""",AAA,"=""[191444.49804915]""","=""[197198.33066214]""","=""1s.4d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1737.497631""","=""0.000009""","=""""","=""2.7342e+02""",AAA,"=""[191444.49804915]""","=""[197198.33011596]""","=""1s.4d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1739.11""","=""0.05""","=""""","=""5.602e+02""",AA,"=""[592133.16]""","=""[597881.65]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1739.32""","=""0.05""","=""""","=""2.251e+02""",AA,"=""[592133.83]""","=""[597881.65]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1741.11""","=""0.07""","=""""","=""3.4200e+06""",AAA,"=""[592132.78]""","=""[597874.68]""","=""1s.5p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1741.11""","=""0.04""","=""""","=""4.6165e+06""",AAA,"=""[592133.16]""","=""[597875.07]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1741.11""","=""0.04""","=""""","=""6.1561e+06""",AAA,"=""[592133.83]""","=""[597875.73]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1741.22""","=""0.07""","=""""","=""2.5650e+06""",AAA,"=""[592133.16]""","=""[597874.68]""","=""1s.5p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1741.31""","=""0.04""","=""""","=""1.5388e+06""",AAA,"=""[592133.83]""","=""[597875.07]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""""","=""1741.43""","=""0.07""","=""""","=""1.7100e+05""",AAA,"=""[592133.83]""","=""[597874.68]""","=""1s.5p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1742.234804""","=""0.000009""","=""""","=""6.8497e+03""",AAA,"=""[191217.0383609]""","=""[196955.225652215]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""1742.235295""","=""0.000009""","=""""","=""6.1643e+04""",AAA,"=""[191217.0383609]""","=""[196955.224035287]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
